,season,md,home_team,away_team,home_goals,away_goals,year
11817,2001/2002,28,SC Freiburg,Borussia Monchengladbach,0,1,2002
11818,2001/2002,28,Hertha BSC,1. FC Nürnberg,2,0,2002
11819,2001/2002,28,FC St. Pauli,VfB Stuttgart,1,2,2002
11820,2001/2002,28,Bayer 04 Leverkusen,TSV 1860 Munich,4,0,2002
11821,2001/2002,28,Hansa Rostock,Hamburger SV,1,1,2002
11822,2001/2002,29,Borussia Monchengladbach,Hertha BSC,3,1,2002
11823,2001/2002,29,Werder Bremen,Hansa Rostock,4,3,2002
11824,2001/2002,29,1. FC Cologne,FC Schalke 04,1,1,2002
11825,2001/2002,29,1. FC Kaiserslautern,Bayer 04 Leverkusen,2,4,2002
11826,2001/2002,29,TSV 1860 Munich,FC St. Pauli,4,2,2002
11827,2001/2002,29,VfB Stuttgart,Borussia Dortmund,3,2,2002
11828,2001/2002,29,Energie Cottbus,SC Freiburg,2,0,2002
11829,2001/2002,29,1. FC Nürnberg,VfL Wolfsburg,3,0,2002
11830,2001/2002,29,Hamburger SV,Bayern München,0,0,2002
11831,2001/2002,30,FC Schalke 04,Hamburger SV,2,0,2002
11832,2001/2002,30,SC Freiburg,VfB Stuttgart,0,2,2002
11833,2001/2002,30,Borussia Dortmund,TSV 1860 Munich,2,1,2002
11834,2001/2002,30,Energie Cottbus,Borussia Monchengladbach,3,3,2002
11835,2001/2002,30,FC St. Pauli,1. FC Kaiserslautern,1,1,2002
11836,2001/2002,30,Bayer 04 Leverkusen,1. FC Cologne,2,0,2002
11837,2001/2002,30,Bayern München,Werder Bremen,2,2,2002
11838,2001/2002,30,VfL Wolfsburg,Hertha BSC,1,3,2002
11839,2001/2002,30,Hansa Rostock,1. FC Nürnberg,1,0,2002
11840,2001/2002,31,1. FC Nürnberg,Bayern München,1,2,2002
11841,2001/2002,31,Borussia Monchengladbach,VfL Wolfsburg,0,2,2002
11842,2001/2002,31,VfB Stuttgart,Energie Cottbus,0,0,2002
11843,2001/2002,31,Hertha BSC,Hansa Rostock,1,0,2002
11844,2001/2002,31,Werder Bremen,FC Schalke 04,3,0,2002
11845,2001/2002,31,Hamburger SV,Bayer 04 Leverkusen,1,1,2002
11846,2001/2002,31,1. FC Cologne,FC St. Pauli,2,1,2002
11847,2001/2002,31,TSV 1860 Munich,SC Freiburg,5,2,2002
11848,2001/2002,31,1. FC Kaiserslautern,Borussia Dortmund,1,0,2002
11849,2001/2002,32,FC Schalke 04,1. FC Nürnberg,2,1,2002
11850,2001/2002,32,FC St. Pauli,Hamburger SV,0,4,2002
11851,2001/2002,32,Energie Cottbus,TSV 1860 Munich,1,1,2002
11852,2001/2002,32,Bayern München,Hertha BSC,3,0,2002
11853,2001/2002,32,Borussia Dortmund,1. FC Cologne,2,1,2002
11854,2001/2002,32,SC Freiburg,1. FC Kaiserslautern,3,1,2002
11855,2001/2002,32,VfL Wolfsburg,Hansa Rostock,4,0,2002
11856,2001/2002,32,Borussia Monchengladbach,VfB Stuttgart,2,2,2002
11857,2001/2002,32,Bayer 04 Leverkusen,Werder Bremen,1,2,2002
11858,2001/2002,33,VfL Wolfsburg,Bayern München,0,1,2002
11859,2001/2002,33,TSV 1860 Munich,VfB Stuttgart,3,3,2002
11860,2001/2002,33,1. FC Kaiserslautern,Energie Cottbus,4,0,2002
11861,2001/2002,33,1. FC Cologne,SC Freiburg,2,0,2002
11862,2001/2002,33,Hamburger SV,Borussia Dortmund,3,4,2002
11863,2001/2002,33,Werder Bremen,FC St. Pauli,3,2,2002
11864,2001/2002,33,1. FC Nürnberg,Bayer 04 Leverkusen,1,0,2002
11865,2001/2002,33,Hertha BSC,FC Schalke 04,2,0,2002
11866,2001/2002,33,Hansa Rostock,Borussia Monchengladbach,1,1,2002
11867,2001/2002,34,FC St. Pauli,1. FC Nürnberg,2,3,2002
11868,2001/2002,34,Borussia Dortmund,Werder Bremen,2,1,2002
11869,2001/2002,34,Bayer 04 Leverkusen,Hertha BSC,2,1,2002
11870,2001/2002,34,Energie Cottbus,1. FC Cologne,2,3,2002
11871,2001/2002,34,Borussia Monchengladbach,TSV 1860 Munich,2,4,2002
11872,2001/2002,34,Bayern München,Hansa Rostock,3,2,2002
11873,2001/2002,34,VfB Stuttgart,1. FC Kaiserslautern,4,3,2002
11874,2001/2002,34,FC Schalke 04,VfL Wolfsburg,1,2,2002
11875,2001/2002,34,SC Freiburg,Hamburger SV,4,3,2002
11876,2002/2003,1,Borussia Dortmund,Hertha BSC,2,2,2003
11877,2002/2003,1,Energie Cottbus,Bayer 04 Leverkusen,1,1,2003
11878,2002/2003,1,Arminia Bielefeld,Werder Bremen,3,0,2003
11879,2002/2003,1,Hamburger SV,Hannover 96,2,1,2003
11880,2002/2003,1,TSV 1860 Munich,Hansa Rostock,0,2,2003
11881,2002/2003,1,FC Schalke 04,VfL Wolfsburg,1,0,2003
11882,2002/2003,1,Borussia Monchengladbach,Bayern München,0,0,2003
11883,2002/2003,1,1. FC Nürnberg,VfL Bochum,1,3,2003
11884,2002/2003,1,VfB Stuttgart,1. FC Kaiserslautern,1,1,2003
11885,2002/2003,2,Bayern München,Arminia Bielefeld,6,2,2003
11886,2002/2003,2,Werder Bremen,Hamburger SV,2,1,2003
11887,2002/2003,2,VfL Wolfsburg,Borussia Monchengladbach,1,0,2003
11888,2002/2003,2,1. FC Kaiserslautern,FC Schalke 04,1,3,2003
11889,2002/2003,2,Bayer 04 Leverkusen,Borussia Dortmund,1,1,2003
11890,2002/2003,2,Hansa Rostock,1. FC Nürnberg,2,0,2003
11891,2002/2003,2,Hannover 96,TSV 1860 Munich,1,3,2003
11892,2002/2003,2,Hertha BSC,VfB Stuttgart,1,1,2003
11893,2002/2003,2,VfL Bochum,Energie Cottbus,5,0,2003
11894,2002/2003,3,Borussia Dortmund,VfB Stuttgart,3,1,2003
11895,2002/2003,3,1. FC Nürnberg,Hannover 96,3,1,2003
11896,2002/2003,3,Bayer 04 Leverkusen,VfL Bochum,2,4,2003
11897,2002/2003,3,Borussia Monchengladbach,1. FC Kaiserslautern,3,0,2003
11898,2002/2003,3,Arminia Bielefeld,VfL Wolfsburg,1,0,2003
11899,2002/2003,3,FC Schalke 04,Hertha BSC,0,0,2003
11900,2002/2003,3,Hamburger SV,Bayern München,0,3,2003
11901,2002/2003,3,TSV 1860 Munich,Werder Bremen,3,0,2003
11902,2002/2003,3,Energie Cottbus,Hansa Rostock,0,4,2003
11903,2002/2003,4,Hansa Rostock,Bayer 04 Leverkusen,1,3,2003
11904,2002/2003,4,Hannover 96,Energie Cottbus,1,3,2003
11905,2002/2003,4,VfL Wolfsburg,Hamburger SV,2,1,2003
11906,2002/2003,4,VfL Bochum,Borussia Dortmund,0,0,2003
11907,2002/2003,4,Werder Bremen,1. FC Nürnberg,4,1,2003
11908,2002/2003,4,Bayern München,TSV 1860 Munich,3,1,2003
11909,2002/2003,4,Hertha BSC,Borussia Monchengladbach,1,2,2003
11910,2002/2003,4,1. FC Kaiserslautern,Arminia Bielefeld,1,1,2003
11911,2002/2003,4,VfB Stuttgart,FC Schalke 04,1,1,2003
11912,2002/2003,5,VfL Bochum,Hansa Rostock,0,1,2003
11913,2002/2003,5,1. FC Nürnberg,Bayern München,1,2,2003
11914,2002/2003,5,Hamburger SV,1. FC Kaiserslautern,2,0,2003
11915,2002/2003,5,Arminia Bielefeld,Hertha BSC,0,1,2003
11916,2002/2003,5,Borussia Monchengladbach,VfB Stuttgart,1,1,2003
11917,2002/2003,5,Bayer 04 Leverkusen,Hannover 96,1,3,2003
11918,2002/2003,5,Borussia Dortmund,FC Schalke 04,1,1,2003
11919,2002/2003,5,Energie Cottbus,Werder Bremen,0,1,2003
11920,2002/2003,5,TSV 1860 Munich,VfL Wolfsburg,2,2,2003
11921,2002/2003,6,VfB Stuttgart,Arminia Bielefeld,3,0,2003
11922,2002/2003,6,VfL Wolfsburg,1. FC Nürnberg,0,2,2003
11923,2002/2003,6,Hertha BSC,Hamburger SV,2,0,2003
11924,2002/2003,6,FC Schalke 04,Borussia Monchengladbach,2,1,2003
11925,2002/2003,6,Hansa Rostock,Borussia Dortmund,0,1,2003
11926,2002/2003,6,1. FC Kaiserslautern,TSV 1860 Munich,0,0,2003
11927,2002/2003,6,Werder Bremen,Bayer 04 Leverkusen,3,2,2003
11928,2002/2003,6,Bayern München,Energie Cottbus,3,1,2003
11929,2002/2003,6,Hannover 96,VfL Bochum,2,2,2003
11930,2002/2003,7,Energie Cottbus,VfL Wolfsburg,0,1,2003
11931,2002/2003,7,VfL Bochum,Werder Bremen,1,4,2003
11932,2002/2003,7,1. FC Nürnberg,1. FC Kaiserslautern,1,0,2003
11933,2002/2003,7,Borussia Dortmund,Borussia Monchengladbach,1,0,2003
11934,2002/2003,7,Bayer 04 Leverkusen,Bayern München,2,1,2003
11935,2002/2003,7,Hansa Rostock,Hannover 96,1,2,2003
11936,2002/2003,7,Arminia Bielefeld,FC Schalke 04,2,1,2003
11937,2002/2003,7,TSV 1860 Munich,Hertha BSC,1,0,2003
11938,2002/2003,7,Hamburger SV,VfB Stuttgart,3,2,2003
11939,2002/2003,8,Bayern München,VfL Bochum,4,1,2003
11940,2002/2003,8,FC Schalke 04,Hamburger SV,3,0,2003
11941,2002/2003,8,1. FC Kaiserslautern,Energie Cottbus,4,0,2003
11942,2002/2003,8,Werder Bremen,Hansa Rostock,0,0,2003
11943,2002/2003,8,VfB Stuttgart,TSV 1860 Munich,4,1,2003
11944,2002/2003,8,VfL Wolfsburg,Bayer 04 Leverkusen,2,0,2003
11945,2002/2003,8,Hannover 96,Borussia Dortmund,0,3,2003
11946,2002/2003,8,Borussia Monchengladbach,Arminia Bielefeld,3,0,2003
11947,2002/2003,8,Hertha BSC,1. FC Nürnberg,2,1,2003
11948,2002/2003,9,1. FC Nürnberg,VfB Stuttgart,1,2,2003
11949,2002/2003,9,VfL Bochum,VfL Wolfsburg,4,2,2003
11950,2002/2003,9,Energie Cottbus,Hertha BSC,0,2,2003
11951,2002/2003,9,TSV 1860 Munich,FC Schalke 04,3,0,2003
11952,2002/2003,9,Hannover 96,Werder Bremen,4,4,2003
11953,2002/2003,9,Hansa Rostock,Bayern München,0,1,2003
11954,2002/2003,9,Bayer 04 Leverkusen,1. FC Kaiserslautern,1,0,2003
11955,2002/2003,9,Hamburger SV,Borussia Monchengladbach,1,0,2003
11956,2002/2003,9,Borussia Dortmund,Arminia Bielefeld,0,0,2003
11957,2002/2003,10,VfB Stuttgart,Energie Cottbus,0,0,2003
11958,2002/2003,10,Hertha BSC,Bayer 04 Leverkusen,1,1,2003
11959,2002/2003,10,Bayern München,Hannover 96,3,3,2003
11960,2002/2003,10,Werder Bremen,Borussia Dortmund,1,4,2003
11961,2002/2003,10,VfL Wolfsburg,Hansa Rostock,1,0,2003
11962,2002/2003,10,Arminia Bielefeld,Hamburger SV,2,1,2003
11963,2002/2003,10,Borussia Monchengladbach,TSV 1860 Munich,0,1,2003
11964,2002/2003,10,FC Schalke 04,1. FC Nürnberg,1,1,2003
11965,2002/2003,10,1. FC Kaiserslautern,VfL Bochum,0,2,2003
11966,2002/2003,11,Bayer 04 Leverkusen,VfB Stuttgart,0,1,2003
11967,2002/2003,11,Werder Bremen,Bayern München,2,0,2003
11968,2002/2003,11,Hansa Rostock,1. FC Kaiserslautern,2,2,2003
11969,2002/2003,11,Hannover 96,VfL Wolfsburg,3,1,2003
11970,2002/2003,11,TSV 1860 Munich,Arminia Bielefeld,3,1,2003
11971,2002/2003,11,1. FC Nürnberg,Borussia Monchengladbach,2,1,2003
11972,2002/2003,11,Energie Cottbus,FC Schalke 04,0,1,2003
11973,2002/2003,11,Borussia Dortmund,Hamburger SV,1,1,2003
11974,2002/2003,11,VfL Bochum,Hertha BSC,3,0,2003
11975,2002/2003,12,Bayern München,Borussia Dortmund,2,1,2003
11976,2002/2003,12,Hamburger SV,TSV 1860 Munich,1,0,2003
11977,2002/2003,12,Arminia Bielefeld,1. FC Nürnberg,0,1,2003
11978,2002/2003,12,FC Schalke 04,Bayer 04 Leverkusen,0,1,2003
11979,2002/2003,12,VfB Stuttgart,VfL Bochum,3,2,2003
11980,2002/2003,12,1. FC Kaiserslautern,Hannover 96,0,1,2003
11981,2002/2003,12,Hertha BSC,Hansa Rostock,3,1,2003
11982,2002/2003,12,Borussia Monchengladbach,Energie Cottbus,3,0,2003
11983,2002/2003,12,VfL Wolfsburg,Werder Bremen,3,1,2003
11984,2002/2003,13,Energie Cottbus,Arminia Bielefeld,2,1,2003
11985,2002/2003,13,1. FC Nürnberg,Hamburger SV,1,3,2003
11986,2002/2003,13,Bayern München,VfL Wolfsburg,1,0,2003
11987,2002/2003,13,Hannover 96,Hertha BSC,0,1,2003
11988,2002/2003,13,Bayer 04 Leverkusen,Borussia Monchengladbach,2,2,2003
11989,2002/2003,13,Borussia Dortmund,TSV 1860 Munich,1,0,2003
11990,2002/2003,13,Werder Bremen,1. FC Kaiserslautern,5,3,2003
11991,2002/2003,13,VfL Bochum,FC Schalke 04,0,2,2003
11992,2002/2003,13,Hansa Rostock,VfB Stuttgart,1,1,2003
11993,2002/2003,14,VfL Wolfsburg,Borussia Dortmund,2,0,2003
11994,2002/2003,14,Borussia Monchengladbach,VfL Bochum,2,2,2003
11995,2002/2003,14,FC Schalke 04,Hansa Rostock,2,2,2003
11996,2002/2003,14,VfB Stuttgart,Hannover 96,3,0,2003
11997,2002/2003,14,1. FC Kaiserslautern,Bayern München,0,2,2003
11998,2002/2003,14,TSV 1860 Munich,1. FC Nürnberg,2,2,2003
11999,2002/2003,14,Hamburger SV,Energie Cottbus,1,1,2003
12000,2002/2003,14,Hertha BSC,Werder Bremen,0,1,2003
12001,2002/2003,14,Arminia Bielefeld,Bayer 04 Leverkusen,2,2,2003
12002,2002/2003,15,Werder Bremen,VfB Stuttgart,3,1,2003
12003,2002/2003,15,Energie Cottbus,TSV 1860 Munich,3,4,2003
12004,2002/2003,15,1. FC Nürnberg,Borussia Dortmund,1,2,2003
12005,2002/2003,15,Bayern München,Hertha BSC,2,0,2003
12006,2002/2003,15,Hansa Rostock,Borussia Monchengladbach,3,1,2003
12007,2002/2003,15,VfL Bochum,Arminia Bielefeld,0,3,2003
12008,2002/2003,15,Bayer 04 Leverkusen,Hamburger SV,2,3,2003
12009,2002/2003,15,1. FC Kaiserslautern,VfL Wolfsburg,2,0,2003
12010,2002/2003,15,Hannover 96,FC Schalke 04,0,2,2003
12011,2002/2003,16,1. FC Nürnberg,Energie Cottbus,2,2,2003
12012,2002/2003,16,TSV 1860 Munich,Bayer 04 Leverkusen,0,3,2003
12013,2002/2003,16,Arminia Bielefeld,Hansa Rostock,3,0,2003
12014,2002/2003,16,VfB Stuttgart,Bayern München,0,3,2003
12015,2002/2003,16,Borussia Dortmund,1. FC Kaiserslautern,3,1,2003
12016,2002/2003,16,Hamburger SV,VfL Bochum,1,1,2003
12017,2002/2003,16,Hertha BSC,VfL Wolfsburg,2,2,2003
12018,2002/2003,16,FC Schalke 04,Werder Bremen,1,1,2003
12019,2002/2003,16,Borussia Monchengladbach,Hannover 96,1,0,2003
12020,2002/2003,17,VfL Wolfsburg,VfB Stuttgart,1,2,2003
12021,2002/2003,17,Hannover 96,Arminia Bielefeld,0,0,2003
12022,2002/2003,17,Bayer 04 Leverkusen,1. FC Nürnberg,0,2,2003
12023,2002/2003,17,VfL Bochum,TSV 1860 Munich,1,1,2003
12024,2002/2003,17,Hansa Rostock,Hamburger SV,0,0,2003
12025,2002/2003,17,Werder Bremen,Borussia Monchengladbach,2,0,2003
12026,2002/2003,17,Bayern München,FC Schalke 04,0,0,2003
12027,2002/2003,17,Energie Cottbus,Borussia Dortmund,0,4,2003
12028,2002/2003,17,1. FC Kaiserslautern,Hertha BSC,2,1,2003
12029,2002/2003,18,Bayern München,Borussia Monchengladbach,3,0,2003
12030,2002/2003,18,Bayer 04 Leverkusen,Energie Cottbus,0,3,2003
12031,2002/2003,18,Werder Bremen,Arminia Bielefeld,2,2,2003
12032,2002/2003,18,VfL Wolfsburg,FC Schalke 04,1,2,2003
12033,2002/2003,18,Hannover 96,Hamburger SV,2,2,2003
12034,2002/2003,18,1. FC Kaiserslautern,VfB Stuttgart,1,2,2003
12035,2002/2003,18,Hertha BSC,Borussia Dortmund,2,1,2003
12036,2002/2003,18,Hansa Rostock,TSV 1860 Munich,1,4,2003
12037,2002/2003,18,VfL Bochum,1. FC Nürnberg,2,1,2003
12038,2002/2003,19,VfB Stuttgart,Hertha BSC,3,1,2003
12039,2002/2003,19,Borussia Dortmund,Bayer 04 Leverkusen,2,0,2003
12040,2002/2003,19,Hamburger SV,Werder Bremen,1,0,2003
12041,2002/2003,19,FC Schalke 04,1. FC Kaiserslautern,2,2,2003
12042,2002/2003,19,Energie Cottbus,VfL Bochum,2,1,2003
12043,2002/2003,19,1. FC Nürnberg,Hansa Rostock,0,1,2003
12044,2002/2003,19,TSV 1860 Munich,Hannover 96,0,1,2003
12045,2002/2003,19,Arminia Bielefeld,Bayern München,0,0,2003
12046,2002/2003,19,Borussia Monchengladbach,VfL Wolfsburg,2,0,2003
12047,2002/2003,20,VfB Stuttgart,Borussia Dortmund,1,0,2003
12048,2002/2003,20,VfL Bochum,Bayer 04 Leverkusen,2,1,2003
12049,2002/2003,20,Hertha BSC,FC Schalke 04,4,2,2003
12050,2002/2003,20,1. FC Kaiserslautern,Borussia Monchengladbach,2,0,2003
12051,2002/2003,20,VfL Wolfsburg,Arminia Bielefeld,2,0,2003
12052,2002/2003,20,Werder Bremen,TSV 1860 Munich,1,2,2003
12053,2002/2003,20,Hannover 96,1. FC Nürnberg,4,2,2003
12054,2002/2003,20,Hansa Rostock,Energie Cottbus,0,0,2003
12055,2002/2003,20,Bayern München,Hamburger SV,1,1,2003
12056,2002/2003,21,1. FC Nürnberg,Werder Bremen,1,0,2003
12057,2002/2003,21,Bayer 04 Leverkusen,Hansa Rostock,1,2,2003
12058,2002/2003,21,Borussia Dortmund,VfL Bochum,4,1,2003
12059,2002/2003,21,FC Schalke 04,VfB Stuttgart,2,0,2003
12060,2002/2003,21,Arminia Bielefeld,1. FC Kaiserslautern,1,1,2003
12061,2002/2003,21,Borussia Monchengladbach,Hertha BSC,0,2,2003
12062,2002/2003,21,Energie Cottbus,Hannover 96,3,0,2003
12063,2002/2003,21,Hamburger SV,VfL Wolfsburg,2,0,2003
12064,2002/2003,21,TSV 1860 Munich,Bayern München,0,5,2003
12065,2002/2003,22,Werder Bremen,Energie Cottbus,0,1,2003
12066,2002/2003,22,Bayern München,1. FC Nürnberg,2,0,2003
12067,2002/2003,22,VfL Wolfsburg,TSV 1860 Munich,1,1,2003
12068,2002/2003,22,1. FC Kaiserslautern,Hamburger SV,2,0,2003
12069,2002/2003,22,Hansa Rostock,VfL Bochum,1,1,2003
12070,2002/2003,22,Hannover 96,Bayer 04 Leverkusen,1,2,2003
12071,2002/2003,22,FC Schalke 04,Borussia Dortmund,2,2,2003
12072,2002/2003,22,Hertha BSC,Arminia Bielefeld,0,0,2003
12073,2002/2003,22,VfB Stuttgart,Borussia Monchengladbach,4,0,2003
12074,2002/2003,23,1. FC Nürnberg,VfL Wolfsburg,1,1,2003
12075,2002/2003,23,Borussia Dortmund,Hansa Rostock,2,0,2003
12076,2002/2003,23,Arminia Bielefeld,VfB Stuttgart,0,1,2003
12077,2002/2003,23,Hamburger SV,Hertha BSC,1,0,2003
12078,2002/2003,23,TSV 1860 Munich,1. FC Kaiserslautern,0,0,2003
12079,2002/2003,23,Borussia Monchengladbach,FC Schalke 04,2,2,2003
12080,2002/2003,23,VfL Bochum,Hannover 96,1,2,2003
12081,2002/2003,23,Bayer 04 Leverkusen,Werder Bremen,3,0,2003
12082,2002/2003,23,Energie Cottbus,Bayern München,0,2,2003
12083,2002/2003,24,Werder Bremen,VfL Bochum,2,0,2003
12084,2002/2003,24,Bayern München,Bayer 04 Leverkusen,3,0,2003
12085,2002/2003,24,VfL Wolfsburg,Energie Cottbus,3,2,2003
12086,2002/2003,24,1. FC Kaiserslautern,1. FC Nürnberg,5,0,2003
12087,2002/2003,24,Hannover 96,Hansa Rostock,3,1,2003
12088,2002/2003,24,VfB Stuttgart,Hamburger SV,1,1,2003
12089,2002/2003,24,Hertha BSC,TSV 1860 Munich,6,0,2003
12090,2002/2003,24,FC Schalke 04,Arminia Bielefeld,1,1,2003
12091,2002/2003,24,Borussia Monchengladbach,Borussia Dortmund,1,0,2003
12092,2002/2003,25,Bayer 04 Leverkusen,VfL Wolfsburg,1,1,2003
12093,2002/2003,25,Hansa Rostock,Werder Bremen,1,0,2003
12094,2002/2003,25,TSV 1860 Munich,VfB Stuttgart,0,1,2003
12095,2002/2003,25,1. FC Nürnberg,Hertha BSC,0,3,2003
12096,2002/2003,25,Energie Cottbus,1. FC Kaiserslautern,1,3,2003
12097,2002/2003,25,Hamburger SV,FC Schalke 04,3,1,2003
12098,2002/2003,25,Arminia Bielefeld,Borussia Monchengladbach,4,1,2003
12099,2002/2003,25,Borussia Dortmund,Hannover 96,2,0,2003
12100,2002/2003,25,VfL Bochum,Bayern München,1,4,2003
12101,2002/2003,26,VfB Stuttgart,1. FC Nürnberg,0,2,2003
12102,2002/2003,26,FC Schalke 04,TSV 1860 Munich,1,1,2003
12103,2002/2003,26,Borussia Monchengladbach,Hamburger SV,2,0,2003
12104,2002/2003,26,Werder Bremen,Hannover 96,1,2,2003
12105,2002/2003,26,Bayern München,Hansa Rostock,1,0,2003
12106,2002/2003,26,VfL Wolfsburg,VfL Bochum,2,0,2003
12107,2002/2003,26,1. FC Kaiserslautern,Bayer 04 Leverkusen,1,0,2003
12108,2002/2003,26,Arminia Bielefeld,Borussia Dortmund,0,0,2003
12109,2002/2003,26,Hertha BSC,Energie Cottbus,3,1,2003
12110,2002/2003,27,Borussia Dortmund,Werder Bremen,1,2,2003
12111,2002/2003,27,Bayer 04 Leverkusen,Hertha BSC,4,1,2003
12112,2002/2003,27,Hannover 96,Bayern München,2,2,2003
12113,2002/2003,27,Hamburger SV,Arminia Bielefeld,1,0,2003
12114,2002/2003,27,1. FC Nürnberg,FC Schalke 04,0,0,2003
12115,2002/2003,27,Energie Cottbus,VfB Stuttgart,2,3,2003
12116,2002/2003,27,VfL Bochum,1. FC Kaiserslautern,1,1,2003
12117,2002/2003,27,Hansa Rostock,VfL Wolfsburg,1,0,2003
12118,2002/2003,27,TSV 1860 Munich,Borussia Monchengladbach,2,0,2003
12119,2002/2003,28,VfL Wolfsburg,Hannover 96,1,0,2003
12120,2002/2003,28,FC Schalke 04,Energie Cottbus,3,0,2003
12121,2002/2003,28,VfB Stuttgart,Bayer 04 Leverkusen,3,0,2003
12122,2002/2003,28,Hertha BSC,VfL Bochum,1,0,2003
12123,2002/2003,28,Hamburger SV,Borussia Dortmund,1,1,2003
12124,2002/2003,28,Bayern München,Werder Bremen,0,1,2003
12125,2002/2003,28,Arminia Bielefeld,TSV 1860 Munich,2,1,2003
12126,2002/2003,28,Borussia Monchengladbach,1. FC Nürnberg,2,0,2003
12127,2002/2003,28,1. FC Kaiserslautern,Hansa Rostock,1,0,2003
12128,2002/2003,29,Borussia Dortmund,Bayern München,1,0,2003
12129,2002/2003,29,VfL Bochum,VfB Stuttgart,3,1,2003
12130,2002/2003,29,Bayer 04 Leverkusen,FC Schalke 04,1,3,2003
12131,2002/2003,29,Hannover 96,1. FC Kaiserslautern,2,1,2003
12132,2002/2003,29,Energie Cottbus,Borussia Monchengladbach,1,1,2003
12133,2002/2003,29,1. FC Nürnberg,Arminia Bielefeld,0,0,2003
12134,2002/2003,29,TSV 1860 Munich,Hamburger SV,1,1,2003
12135,2002/2003,29,Werder Bremen,VfL Wolfsburg,0,1,2003
12136,2002/2003,29,Hansa Rostock,Hertha BSC,0,1,2003
12137,2002/2003,30,VfB Stuttgart,Hansa Rostock,1,1,2003
12138,2002/2003,30,1. FC Kaiserslautern,Werder Bremen,1,0,2003
12139,2002/2003,30,Arminia Bielefeld,Energie Cottbus,2,2,2003
12140,2002/2003,30,TSV 1860 Munich,Borussia Dortmund,0,0,2003
12141,2002/2003,30,Borussia Monchengladbach,Bayer 04 Leverkusen,2,2,2003
12142,2002/2003,30,FC Schalke 04,VfL Bochum,1,2,2003
12143,2002/2003,30,Hertha BSC,Hannover 96,2,0,2003
12144,2002/2003,30,Hamburger SV,1. FC Nürnberg,4,0,2003
12145,2002/2003,30,VfL Wolfsburg,Bayern München,0,2,2003
12146,2002/2003,31,Werder Bremen,Hertha BSC,4,2,2003
12147,2002/2003,31,Borussia Dortmund,VfL Wolfsburg,2,2,2003
12148,2002/2003,31,Bayer 04 Leverkusen,Arminia Bielefeld,3,1,2003
12149,2002/2003,31,Bayern München,1. FC Kaiserslautern,1,0,2003
12150,2002/2003,31,Hannover 96,VfB Stuttgart,1,2,2003
12151,2002/2003,31,VfL Bochum,Borussia Monchengladbach,1,1,2003
12152,2002/2003,31,Energie Cottbus,Hamburger SV,0,0,2003
12153,2002/2003,31,1. FC Nürnberg,TSV 1860 Munich,1,2,2003
12154,2002/2003,31,Hansa Rostock,FC Schalke 04,3,1,2003
12155,2002/2003,32,VfB Stuttgart,Werder Bremen,0,1,2003
12156,2002/2003,32,TSV 1860 Munich,Energie Cottbus,3,0,2003
12157,2002/2003,32,Borussia Dortmund,1. FC Nürnberg,4,1,2003
12158,2002/2003,32,Hertha BSC,Bayern München,3,6,2003
12159,2002/2003,32,Hamburger SV,Bayer 04 Leverkusen,4,1,2003
12160,2002/2003,32,Arminia Bielefeld,VfL Bochum,1,3,2003
12161,2002/2003,32,VfL Wolfsburg,1. FC Kaiserslautern,2,2,2003
12162,2002/2003,32,FC Schalke 04,Hannover 96,0,2,2003
12163,2002/2003,32,Borussia Monchengladbach,Hansa Rostock,3,0,2003
12164,2002/2003,33,VfL Wolfsburg,Hertha BSC,2,0,2003
12165,2002/2003,33,Energie Cottbus,1. FC Nürnberg,2,1,2003
12166,2002/2003,33,Bayer 04 Leverkusen,TSV 1860 Munich,3,0,2003
12167,2002/2003,33,VfL Bochum,Hamburger SV,1,1,2003
12168,2002/2003,33,Hansa Rostock,Arminia Bielefeld,3,0,2003
12169,2002/2003,33,Hannover 96,Borussia Monchengladbach,2,2,2003
12170,2002/2003,33,Werder Bremen,FC Schalke 04,2,1,2003
12171,2002/2003,33,Bayern München,VfB Stuttgart,2,1,2003
12172,2002/2003,33,1. FC Kaiserslautern,Borussia Dortmund,0,0,2003
12173,2002/2003,34,Hamburger SV,Hansa Rostock,2,0,2003
12174,2002/2003,34,TSV 1860 Munich,VfL Bochum,2,4,2003
12175,2002/2003,34,Arminia Bielefeld,Hannover 96,0,1,2003
12176,2002/2003,34,Hertha BSC,1. FC Kaiserslautern,2,0,2003
12177,2002/2003,34,FC Schalke 04,Bayern München,1,0,2003
12178,2002/2003,34,VfB Stuttgart,VfL Wolfsburg,2,0,2003
12179,2002/2003,34,Borussia Dortmund,Energie Cottbus,1,1,2003
12180,2002/2003,34,Borussia Monchengladbach,Werder Bremen,4,1,2003
12181,2002/2003,34,1. FC Nürnberg,Bayer 04 Leverkusen,0,1,2003
12182,2003/2004,1,Bayern München,Eintracht Frankfurt,3,1,2004
12183,2003/2004,1,VfL Wolfsburg,VfL Bochum,3,2,2004
12184,2003/2004,1,Borussia Monchengladbach,1. FC Cologne,1,0,2004
12185,2003/2004,1,FC Schalke 04,Borussia Dortmund,2,2,2004
12186,2003/2004,1,Hansa Rostock,VfB Stuttgart,0,2,2004
12187,2003/2004,1,Bayer 04 Leverkusen,SC Freiburg,4,1,2004
12188,2003/2004,1,Hertha BSC,Werder Bremen,0,3,2004
12189,2003/2004,1,1. FC Kaiserslautern,TSV 1860 Munich,0,1,2004
